0;-0,958924275
0,1;-0,884464548
0,2;-0,729146592
0,3;-0,517345738
0,4;-0,280017204
0,5;-0,049907948
0,6;0,143425102
0,7;0,278011451
0,8;0,342594727
0,9;0,338011477
1;0,276619247
1,1;0,179881788
1,2;0,074511121
1,3;-0,012205754
1,4;-0,057139509
1,5;-0,04534639
1,6;0,027259553
1,7;0,153024259
1,8;0,313610224
1,9;0,482831067
2;0,630819011
2,1;0,72886599
2,2;0,754169071
2,3;0,693722498
2,4;0,546730251
2,5;0,32514392
2,6;0,052224513
2,7;-0,240662596
2,8;-0,51853223
2,9;-0,747854085
3;-0,901434238
3,1;-0,962349233
3,2;-0,926325955
3,3;-0,802203213
3,4;-0,610410646
3,5;-0,379710109
3,6;-0,142715319
3,7;0,069105278
3,8;0,230159573
3,9;0,324459272
4;0,347767815
4,1;0,307844598
4,2;0,222763889
4,3;0,117592011
4,4;0,019966118
4,5;-0,044708954
4,6;-0,057669893
4,7;-0,010098186
4,8;0,095217638
4,9;0,244134009
5;0,413286262
5,1;0,573771589
5,2;0,695799755
5,3;0,753573859
5,4;0,729623477
5,5;0,617895713
5,6;0,425102878
5,7;0,170098384
5,8;-0,118637959
5,9;-0,407026657
6;-0,660310241
6,1;-0,848111236
6,2;-0,94884495
6,3;-0,952805706
6,4;-0,863452057
6,5;-0,696697946
6,6;-0,47832821
6,7;-0,239949322
6,8;-0,01411382
6,9;0,170616414
7;0,293896687
7,1;0,346459844
7,2;0,33117286
7,3;0,262139075
7,4;0,162005547
7,5;0,057919221
7,6;-0,023210994
7,7;-0,059380189
7,8;-0,037328173
7,9;0,045066043
8;0,178226037
8,1;0,342253064
8,2;0,510022811
8,3;0,651516688
8,4;0,738701886
8,5;0,750184152
8,6;0,674889634
8,7;0,51418241
8,8;0,28206866
8,9;0,003438523
9;-0,289394853
9,1;-0,561331346
9,2;-0,779581606
9,3;-0,918439383
9,4;-0,962991121
9,5;-0,911191049
9,6;-0,773985311
9,7;-0,573473456
9,8;-0,339401953
9,9;-0,10454402
10;0,100307842
10,1;0,250952688
10,2;0,333277383
10,3;0,345099232
10,4;0,296079433
10,5;0,20573822
10,6;0,099903368
10,7;0,006171507
10,8;-0,050882843
10,9;-0,053976791
11;0,00382242
11,1;0,117745975
11,2;0,2719027
11,3;0,441704414
11,4;0,597757837
11,5;0,710608211
11,6;0,755581615
